背番号,Unnamed: 1,HG,名前,Pos.,出生地 ※1,生年月日,身長/体重,出場 試合数 ※2,ゴール 数 ※3,player_no,position,player_name,birth,height_weight,club_key,club_name,fetched_at,source_url
40.0,,,新井 悠太,MF,群馬県,2003/3/24,166/65,3,0,40.0,MF,新井 悠太,2003/3/24,166/65,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
42.0,,HG,今井 健人,MF,神奈川県,2007/10/31,173/63,0,0,42.0,MF,今井 健人,2007/10/31,173/63,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
9.0,,,染野 唯月,FW,茨城県,2001/9/12,181/73,3,1,9.0,FW,染野 唯月,2001/9/12,181/73,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
11.0,,,山見 大登,FW,大阪府,1999/8/16,166/64,2,1,11.0,FW,山見 大登,1999/8/16,166/64,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
13.0,,,山田 剛綺,FW,京都府,2000/9/19,170/65,0,0,13.0,FW,山田 剛綺,2000/9/19,170/65,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
25.0,,,熊取谷 一星,FW,静岡県,2003/2/14,166/62,0,0,25.0,FW,熊取谷 一星,2003/2/14,166/62,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
27.0,,HG,白井 亮丞,FW,東京都,2005/5/17,185/77,2,0,27.0,FW,白井 亮丞,2005/5/17,185/77,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
45.0,,,寺沼 星文,FW,東京都,2001/3/8,188/88,1,0,45.0,FW,寺沼 星文,2001/3/8,188/88,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
51.0,,,大藤 颯太,FW,千葉県,2007/8/7,190/82,0,0,51.0,FW,大藤 颯太,2007/8/7,190/82,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
71.0,,,平尾 勇人,FW,三重県,2005/1/6,178/76,1,0,71.0,FW,平尾 勇人,2005/1/6,178/76,tokyov,東京ヴェルディ,2026-02-22T16:17:19,https://www.jleague.jp/club/ajax_player/
1.0,,,山口 瑠伊,GK,東京都,1998/5/28,187/80,0,0,1.0,GK,山口 瑠伊,1998/5/28,187/80,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
21.0,,HG,早坂 勇希,GK,東京都,1999/5/22,184/83,0,0,21.0,GK,早坂 勇希,1999/5/22,184/83,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
33.0,,,イ クンヒョン,GK,大韓民国,2006/5/22,194/86,0,0,33.0,GK,イ クンヒョン,2006/5/22,194/86,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
49.0,,,スベンド ブローダーセン,GK,ドイツ,1997/3/22,188/87,3,0,49.0,GK,スベンド ブローダーセン,1997/3/22,188/87,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
2.0,,HG,松長根 悠仁,DF,神奈川県,2004/9/14,180/77,3,1,2.0,DF,松長根 悠仁,2004/9/14,180/77,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
3.0,,,谷口 栄斗,DF,神奈川県,1999/9/30,181/77,3,0,3.0,DF,谷口 栄斗,1999/9/30,181/77,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
5.0,,,佐々木 旭,DF,埼玉県,2000/1/26,180/76,0,0,5.0,DF,佐々木 旭,2000/1/26,180/76,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
13.0,,,三浦 颯太,DF,東京都,2000/9/7,178/74,3,0,13.0,DF,三浦 颯太,2000/9/7,178/74,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
22.0,,,フィリップ ウレモヴィッチ,DF,クロアチア,1997/2/11,184/81,0,0,22.0,DF,フィリップ ウレモヴィッチ,1997/2/11,184/81,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
27.0,,HG,神橋 良汰,DF,神奈川県,2002/6/16,193/92,0,0,27.0,DF,神橋 良汰,2002/6/16,193/92,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
28.0,,,丸山 祐市,DF,東京都,1989/6/16,184/77,0,0,28.0,DF,丸山 祐市,1989/6/16,184/77,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
29.0,,,山原 怜音,DF,京都府,1999/6/8,165/68,3,1,29.0,DF,山原 怜音,1999/6/8,165/68,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
30.0,,,野田 裕人,DF,岐阜県,2006/4/5,172/67,1,0,30.0,DF,野田 裕人,2006/4/5,172/67,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
31.0,,,関 德晴,DF,東京都,2007/4/11,186/74,0,0,31.0,DF,関 德晴,2007/4/11,186/74,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
32.0,,,林 駿佑,DF,和歌山県,2007/5/29,181/75,0,0,32.0,DF,林 駿佑,2007/5/29,181/75,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
6.0,,,山本 悠樹,MF,滋賀県,1997/11/6,173/71,3,0,6.0,MF,山本 悠樹,1997/11/6,173/71,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
8.0,,,橘田 健人,MF,鹿児島県,1998/5/29,169/68,3,0,8.0,MF,橘田 健人,1998/5/29,169/68,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
10.0,,HG,大島 僚太,MF,静岡県,1993/1/23,168/66,0,0,10.0,MF,大島 僚太,1993/1/23,168/66,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
14.0,,HG,脇坂 泰斗,MF,神奈川県,1995/6/11,173/69,3,1,14.0,MF,脇坂 泰斗,1995/6/11,173/69,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
15.0,,,名願 斗哉,MF,大阪府,2004/6/29,178/70,0,0,15.0,MF,名願 斗哉,2004/6/29,178/70,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
16.0,,HG,大関 友翔,MF,神奈川県,2005/2/6,178/67,2,0,16.0,MF,大関 友翔,2005/2/6,178/67,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
18.0,,,紺野 和也,MF,埼玉県,1997/7/11,161/59,3,0,18.0,MF,紺野 和也,1997/7/11,161/59,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
19.0,,,河原 創,MF,熊本県,1998/3/13,169/65,3,0,19.0,MF,河原 創,1998/3/13,169/65,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
25.0,,,山市 秀翔,MF,神奈川県,2004/1/20,170/68,0,0,25.0,MF,山市 秀翔,2004/1/20,170/68,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
26.0,,HG,由井 航太,MF,神奈川県,2005/6/10,180/70,0,0,26.0,MF,由井 航太,2005/6/10,180/70,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
34.0,,,長 璃喜,MF,埼玉県,2007/10/13,168/64,0,0,34.0,MF,長 璃喜,2007/10/13,168/64,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
41.0,,,家長 昭博,MF,兵庫県,1986/6/13,175/72,2,0,41.0,MF,家長 昭博,1986/6/13,175/72,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
9.0,,,エリソン,FW,ブラジル,1999/4/13,180/83,3,3,9.0,FW,エリソン,1999/4/13,180/83,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
11.0,,,小林 悠,FW,東京都,1987/9/23,177/72,0,0,11.0,FW,小林 悠,1987/9/23,177/72,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
17.0,,,伊藤 達哉,FW,東京都,1997/6/26,167/65,3,0,17.0,FW,伊藤 達哉,1997/6/26,167/65,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
20.0,,,持山 匡佑,FW,静岡県,2003/8/18,180/71,0,0,20.0,FW,持山 匡佑,2003/8/18,180/71,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
23.0,,,マルシーニョ,FW,ブラジル,1995/5/16,173/64,3,0,23.0,FW,マルシーニョ,1995/5/16,173/64,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
24.0,,HG,宮城 天,FW,神奈川県,2001/6/2,177/70,1,0,24.0,FW,宮城 天,2001/6/2,177/70,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
38.0,,,神田 奏真,FW,大阪府,2005/12/29,178/73,0,0,38.0,FW,神田 奏真,2005/12/29,178/73,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
91.0,,,ラザル ロマニッチ,FW,セルビア,1998/3/25,183/81,3,0,91.0,FW,ラザル ロマニッチ,1998/3/25,183/81,kawasakif,川崎フロンターレ,2026-02-22T16:17:21,https://www.jleague.jp/club/ajax_player/
1.0,,,沖 悠哉,GK,茨城県,1999/8/22,186/83,3,0,1.0,GK,沖 悠哉,1999/8/22,186/83,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
16.0,,HG,梅田 透吾,GK,静岡県,2000/7/23,184/79,0,0,16.0,GK,梅田 透吾,2000/7/23,184/79,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
22.0,,,石川 慧,GK,新潟県,1992/9/30,185/83,0,0,22.0,GK,石川 慧,1992/9/30,185/83,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
30.0,,,佐々木 智太郎,GK,秋田県,2007/3/23,188/75,0,0,30.0,GK,佐々木 智太郎,2007/3/23,188/75,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
3.0,,,高橋 祐治,DF,滋賀県,1993/4/11,187/83,0,0,3.0,DF,高橋 祐治,1993/4/11,187/83,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
4.0,,,蓮川 壮大,DF,東京都,1998/6/27,182/82,0,0,4.0,DF,蓮川 壮大,1998/6/27,182/82,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
5.0,,,北爪 健吾,DF,群馬県,1992/4/30,178/73,1,0,5.0,DF,北爪 健吾,1992/4/30,178/73,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
14.0,,,パク スンウク,DF,大韓民国,1997/5/7,184/78,1,0,14.0,DF,パク スンウク,1997/5/7,184/78,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
15.0,,,本多 勇喜,DF,愛知県,1991/1/2,173/69,3,0,15.0,DF,本多 勇喜,1991/1/2,173/69,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
20.0,,,オム ジュヨン,DF,大韓民国,2007/7/17,185/73,0,0,20.0,DF,オム ジュヨン,2007/7/17,185/73,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
25.0,,,マテウス ブルネッティ,DF,ブラジル,1999/11/18,180/77,0,0,25.0,DF,マテウス ブルネッティ,1999/11/18,180/77,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
28.0,,,吉田 豊,DF,静岡県,1990/2/17,167/72,3,0,28.0,DF,吉田 豊,1990/2/17,167/72,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
39.0,,,日髙 華杜,DF,熊本県,2003/12/11,176/71,3,0,39.0,DF,日髙 華杜,2003/12/11,176/71,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
51.0,,,住吉 ジェラニレショーン,DF,アメリカ合衆国,1997/10/5,183/84,3,0,51.0,DF,住吉 ジェラニレショーン,1997/10/5,183/84,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
70.0,,,高木 践,DF,大阪府,2002/3/14,173/70,0,0,70.0,DF,高木 践,2002/3/14,173/70,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
6.0,,,宇野 禅斗,MF,福島県,2003/11/20,175/75,2,0,6.0,MF,宇野 禅斗,2003/11/20,175/75,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
7.0,,,カピシャーバ,MF,ブラジル,1997/1/9,170/64,3,0,7.0,MF,カピシャーバ,1997/1/9,170/64,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
8.0,,,井上 健太,MF,神奈川県,1998/7/23,172/72,0,0,8.0,MF,井上 健太,1998/7/23,172/72,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
10.0,,,マテウス ブエノ,MF,ブラジル,1998/7/30,178/79,3,0,10.0,MF,マテウス ブエノ,1998/7/30,178/79,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
11.0,,,中原 輝,MF,熊本県,1996/7/8,169/68,0,0,11.0,MF,中原 輝,1996/7/8,169/68,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
17.0,,,弓場 将輝,MF,大分県,2002/5/13,175/72,1,0,17.0,MF,弓場 将輝,2002/5/13,175/72,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
21.0,,,松崎 快,MF,埼玉県,1997/11/22,172/70,1,0,21.0,MF,松崎 快,1997/11/22,172/70,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
27.0,,HG,針生 涼太,MF,宮城県,2008/3/7,174/66,0,0,27.0,MF,針生 涼太,2008/3/7,174/66,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
33.0,,HG,土居 佑至,MF,三重県,2007/5/12,168/63,0,0,33.0,MF,土居 佑至,2007/5/12,168/63,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
41.0,,HG,鈴木 奎吾,MF,静岡県,2003/7/13,175/69,0,0,41.0,MF,鈴木 奎吾,2003/7/13,175/69,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
44.0,,HG,西原 源樹,MF,群馬県,2006/12/16,180/74,0,0,44.0,MF,西原 源樹,2006/12/16,180/74,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
47.0,,,嶋本 悠大,MF,熊本県,2006/10/26,180/73,0,0,47.0,MF,嶋本 悠大,2006/10/26,180/73,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
81.0,,,小塚 和季,MF,新潟県,1994/8/2,173/68,3,0,81.0,MF,小塚 和季,1994/8/2,173/68,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
97.0,,,大畑 凜生,MF,埼玉県,2003/11/23,177/74,1,0,97.0,MF,大畑 凜生,2003/11/23,177/74,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
9.0,,,オ セフン,FW,大韓民国,1999/1/15,194/93,3,1,9.0,FW,オ セフン,1999/1/15,194/93,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
18.0,,,郡司 璃来,FW,千葉県,2005/8/3,176/72,1,0,18.0,FW,郡司 璃来,2005/8/3,176/72,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
23.0,,HG,千葉 寛汰,FW,静岡県,2003/6/17,178/74,3,0,23.0,FW,千葉 寛汰,2003/6/17,178/74,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
29.0,,,アフメド アフメドフ,FW,ブルガリア,1995/3/4,184/77,0,0,29.0,FW,アフメド アフメドフ,1995/3/4,184/77,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
38.0,,,髙橋 利樹,FW,埼玉県,1998/1/20,182/76,3,0,38.0,FW,髙橋 利樹,1998/1/20,182/76,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
49.0,,HG,北川 航也,FW,静岡県,1996/7/26,180/76,3,0,49.0,FW,北川 航也,1996/7/26,180/76,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
50.0,,,アルフレド ステファンス,FW,パナマ,1994/12/25,181/77,1,0,50.0,FW,アルフレド ステファンス,1994/12/25,181/77,shimizu,清水エスパルス,2026-02-22T16:17:22,https://www.jleague.jp/club/ajax_player/
1.0,,,太田 岳志,GK,三重県,1990/12/26,190/86,2,0,1.0,GK,太田 岳志,1990/12/26,190/86,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
21.0,,,圍 謙太朗,GK,長崎県,1991/4/23,190/93,0,0,21.0,GK,圍 謙太朗,1991/4/23,190/93,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
36.0,,,ファンティーニ 燦,GK,千葉県,1998/5/24,180/82,0,0,36.0,GK,ファンティーニ 燦,1998/5/24,180/82,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
94.0,,,村上 昌謙,GK,滋賀県,1992/8/7,185/85,0,0,94.0,GK,村上 昌謙,1992/8/7,185/85,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
2.0,,,福田 心之助,DF,北海道,2000/9/4,174/68,2,0,2.0,DF,福田 心之助,2000/9/4,174/68,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
3.0,,HG,麻田 将吾,DF,長野県,1998/7/6,186/82,0,0,3.0,DF,麻田 将吾,1998/7/6,186/82,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
5.0,,,アピアタウィア 久,DF,愛知県,1998/10/18,192/85,2,0,5.0,DF,アピアタウィア 久,1998/10/18,192/85,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
15.0,,,永田 倖大,DF,宮崎県,2002/9/8,180/79,0,0,15.0,DF,永田 倖大,2002/9/8,180/79,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
22.0,,,須貝 英大,DF,山梨県,1998/10/27,172/67,2,0,22.0,DF,須貝 英大,1998/10/27,172/67,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
33.0,,,山本 楓大,DF,長崎県,2004/8/23,176/73,0,0,33.0,DF,山本 楓大,2004/8/23,176/73,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
34.0,,,エンリケ トレヴィザン,DF,ブラジル,1997/1/20,185/78,1,0,34.0,DF,エンリケ トレヴィザン,1997/1/20,185/78,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
40.0,,,石田 侑資,DF,徳島県,2002/11/11,176/76,0,0,40.0,DF,石田 侑資,2002/11/11,176/76,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
50.0,,,鈴木 義宜,DF,宮崎県,1992/9/11,184/72,2,0,50.0,DF,鈴木 義宜,1992/9/11,184/72,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
6.0,,,ジョアン ペドロ,MF,ブラジル,1999/9/3,185/72,2,0,6.0,MF,ジョアン ペドロ,1999/9/3,185/72,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
7.0,,HG,奥川 雅也,MF,滋賀県,1996/4/14,177/67,2,0,7.0,MF,奥川 雅也,1996/4/14,177/67,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
8.0,,,米本 拓司,MF,兵庫県,1990/12/3,177/72,2,0,8.0,MF,米本 拓司,1990/12/3,177/72,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
10.0,,HG,福岡 慎平,MF,奈良県,2000/6/27,170/68,0,0,10.0,MF,福岡 慎平,2000/6/27,170/68,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
16.0,,,平岡 大陽,MF,兵庫県,2002/9/14,173/66,2,0,16.0,MF,平岡 大陽,2002/9/14,173/66,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
18.0,,,松田 天馬,MF,熊本県,1995/6/11,163/63,1,0,18.0,MF,松田 天馬,1995/6/11,163/63,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
25.0,,HG,尹 星俊,MF,大阪府,2007/5/4,170/67,0,0,25.0,MF,尹 星俊,2007/5/4,170/67,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
32.0,,,齊藤 未月,MF,神奈川県,1999/1/10,166/66,2,0,32.0,MF,齊藤 未月,1999/1/10,166/66,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
39.0,,,平戸 太貴,MF,茨城県,1997/4/18,178/72,2,0,39.0,MF,平戸 太貴,1997/4/18,178/72,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
44.0,,,佐藤 響,MF,栃木県,2000/3/21,168/68,1,0,44.0,MF,佐藤 響,2000/3/21,168/68,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
48.0,,HG,中野 瑠馬,MF,大阪府,2002/10/6,169/64,0,0,48.0,MF,中野 瑠馬,2002/10/6,169/64,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
77.0,,,新井 晴樹,MF,埼玉県,1998/4/12,170/70,2,0,77.0,MF,新井 晴樹,1998/4/12,170/70,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
88.0,,,グスタボ バヘット,MF,ブラジル,1995/12/10,181/78,0,0,88.0,MF,グスタボ バヘット,1995/12/10,181/78,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
99.0,,,本田 風智,MF,福岡県,2001/5/10,170/70,1,0,99.0,MF,本田 風智,2001/5/10,170/70,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
9.0,,,ラファエル エリアス,FW,ブラジル,1999/4/12,182/76,2,1,9.0,FW,ラファエル エリアス,1999/4/12,182/76,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
11.0,,,マルコ トゥーリオ,FW,ブラジル,1998/3/13,177/75,2,1,11.0,FW,マルコ トゥーリオ,1998/3/13,177/75,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
17.0,,,アレックス ソウザ,FW,ブラジル,2001/3/24,180/73,0,0,17.0,FW,アレックス ソウザ,2001/3/24,180/73,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
29.0,,HG,酒井 滉生,FW,京都府,2007/10/7,171/67,0,0,29.0,FW,酒井 滉生,2007/10/7,171/67,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
93.0,,,長沢 駿,FW,静岡県,1988/8/25,192/79,0,0,93.0,FW,長沢 駿,1988/8/25,192/79,kyoto,京都サンガF.C.,2026-02-22T16:17:24,https://www.jleague.jp/club/ajax_player/
1.0,,,福井 光輝,GK,神奈川県,1995/11/4,184/78,0,0,1.0,GK,福井 光輝,1995/11/4,184/78,cosaka,セレッソ大阪,2026-02-22T16:17:26,https://www.jleague.jp/club/ajax_player/
21.0,,,キム ジンヒョン,GK,大韓民国,1987/7/6,192/82,1,0,21.0,GK,キム ジンヒョン,1987/7/6,192/82,cosaka,セレッソ大阪,2026-02-22T16:17:26,https://www.jleague.jp/club/ajax_player/
